Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
16.05.04,4:00:00,-200.0,2.6,43,15.2,45.5,113.3350327,66.79432994
25.03.04,7:00:00,1.1,3.8,82,8.1,79.0,89.02760040000001,118.4489936
17.03.04,21:00:00,5.7,27.2,180,19.1,42.6,39.58533798,51.71936288
23.01.05,16:00:00,-200.0,7.0,180,8.9,49.1,,
21.03.05,17:00:00,2.6,12.4,153,22.8,34.9,,
07.08.04,10:00:00,1.9,10.9,96,30.6,41.9,,
08.06.04,11:00:00,2.9,16.9,149,31.4,28.6,,
30.08.04,17:00:00,-200.0,11.9,-200,33.0,29.5,,
09.07.04,13:00:00,1.7,9.6,129,34.4,19.3,,
12.09.04,16:00:00,-200.0,6.6,-200,26.1,66.8,,
16.07.04,12:00:00,2.1,10.9,125,34.4,19.9,,
28.09.04,1:00:00,0.8,3.5,73,15.3,51.9,,
01.07.04,21:00:00,1.9,10.2,111,28.7,34.7,,
14.03.05,13:00:00,1.5,7.1,124,19.3,35.5,,
17.12.04,7:00:00,2.5,-200.0,122,-200.0,-200.0,,
21.03.04,3:00:00,1.6,6.5,-200,15.2,57.9,45.96762656,56.68757989
28.01.05,5:00:00,0.5,0.9,49,4.0,47.8,,
25.08.04,14:00:00,1.3,6.2,66,34.4,30.6,,
03.12.04,10:00:00,5.1,23.0,154,14.6,81.6,,
24.06.04,1:00:00,1.5,8.6,64,23.3,60.5,,
24.08.04,20:00:00,1.3,5.2,61,27.5,50.4,,
01.08.04,14:00:00,0.6,3.5,42,38.1,18.5,,
20.05.04,10:00:00,2.2,12.4,117,26.1,30.0,115.11519399999999,68.56184052
30.10.04,6:00:00,1.4,7.8,82,16.8,79.0,,
05.03.05,19:00:00,2.5,9.1,177,8.5,57.9,,
27.09.04,13:00:00,1.9,9.1,90,22.3,29.5,,
28.10.04,13:00:00,2.6,14.5,99,21.6,53.6,,
06.09.04,9:00:00,1.7,8.0,-200,26.3,38.3,,
22.06.04,10:00:00,2.8,14.3,136,27.1,31.7,,
15.06.04,5:00:00,0.5,3.0,51,20.8,49.4,,
31.08.04,11:00:00,-200.0,16.5,-200,31.5,32.6,,
16.10.04,4:00:00,-200.0,3.6,-200,15.0,78.4,,
25.07.04,6:00:00,0.4,1.7,28,23.4,64.4,,
03.07.04,13:00:00,1.3,7.4,86,36.6,15.2,,
24.05.04,2:00:00,0.2,1.0,21,15.8,45.2,125.0453977,61.88375606
09.05.04,7:00:00,-200.0,4.5,-200,13.1,62.6,122.9822402,70.8965608
03.02.05,14:00:00,2.7,12.7,214,13.5,35.0,,
04.07.04,0:00:00,2.2,12.3,101,24.0,51.9,,
03.07.04,2:00:00,0.7,4.6,77,23.4,40.6,,
15.04.04,11:00:00,3.8,17.5,135,17.1,42.1,129.3827006,166.2194342
13.04.04,23:00:00,1.5,6.8,90,11.6,62.2,120.78814579999998,162.5995285
13.05.04,2:00:00,0.6,2.5,47,16.2,52.8,112.41028519999999,64.49439361
17.05.04,7:00:00,2.6,14.4,113,17.6,35.0,112.8773794,61.73187064
02.08.04,6:00:00,0.8,5.6,56,24.6,62.7,,
04.08.04,0:00:00,-200.0,9.2,89,27.5,51.5,,
03.07.04,5:00:00,0.7,4.5,68,20.2,50.7,,
16.04.04,2:00:00,1.6,6.0,83,12.8,71.9,122.9374597,150.2549502
11.08.04,21:00:00,1.5,8.4,59,30.8,45.0,,
16.02.05,17:00:00,1.6,7.0,148,8.2,41.8,,
07.01.05,16:00:00,3.8,16.5,180,13.3,56.2,,
27.07.04,4:00:00,-200.0,2.4,46,24.6,43.4,,
05.11.04,9:00:00,6.2,37.9,118,16.5,69.3,,
06.11.04,0:00:00,1.2,6.7,66,17.6,66.5,,
04.12.04,0:00:00,3.5,13.7,94,12.6,78.4,,
15.08.04,21:00:00,1.1,5.5,85,29.4,30.5,,
16.08.04,19:00:00,1.3,6.8,77,31.7,28.2,,
09.02.05,18:00:00,3.1,-200.0,209,-200.0,-200.0,,
24.07.04,2:00:00,1.4,9.9,74,26.4,44.5,,
11.12.04,19:00:00,2.0,9.2,138,14.6,24.6,,
02.08.04,0:00:00,1.9,9.1,68,27.3,57.1,,
13.08.04,11:00:00,1.2,5.8,109,35.7,29.0,,
20.04.04,20:00:00,-200.0,20.6,-200,17.9,47.4,182.9871595,205.8875081
09.01.05,16:00:00,2.0,8.7,145,16.1,52.8,,
03.03.05,4:00:00,1.0,4.1,119,3.4,56.3,,
19.08.04,16:00:00,1.2,6.8,44,39.9,23.8,,
19.04.04,18:00:00,-200.0,8.3,-200,11.3,70.5,172.4503247,213.8123835
22.12.04,7:00:00,0.9,3.8,124,4.5,51.8,,
23.01.05,21:00:00,-200.0,4.7,123,7.3,68.1,,
09.06.04,2:00:00,0.9,5.8,57,22.3,50.6,,
28.08.04,11:00:00,1.5,7.7,86,32.3,27.2,,
10.12.04,9:00:00,2.4,10.6,128,12.9,34.5,,
27.11.04,22:00:00,2.4,9.9,98,12.8,73.8,,
19.06.04,10:00:00,1.6,8.6,98,29.3,35.9,,
23.03.04,21:00:00,1.7,7.6,101,12.6,54.2,79.19224659999999,104.4164005
18.09.04,4:00:00,-200.0,2.7,45,20.6,45.9,,
31.07.04,7:00:00,1.0,6.4,71,24.0,53.4,,
21.06.04,20:00:00,2.7,14.1,126,24.5,35.7,,
19.08.04,1:00:00,0.9,4.4,38,27.7,52.6,,
22.01.05,4:00:00,0.5,11.5,126,7.0,77.8,,
16.02.05,1:00:00,2.5,10.7,193,5.2,44.2,,
15.05.04,10:00:00,2.6,12.7,127,23.1,30.3,123.89600320000001,61.33968538
09.04.04,21:00:00,2.1,-200.0,107,-200.0,-200.0,151.5267215,152.99438700000002
25.03.05,10:00:00,2.7,11.1,136,18.4,59.2,,
25.04.04,22:00:00,2.8,13.0,93,14.8,39.5,185.72885060000002,218.89369080000003
04.04.04,3:00:00,-200.0,5.6,-200,14.7,65.0,77.44138469,109.771555
12.06.04,7:00:00,0.6,4.8,64,21.3,42.3,,
20.12.04,13:00:00,2.6,4.7,114,9.6,52.4,,
01.04.04,12:00:00,1.7,7.4,73,20.6,36.7,71.96551598,111.1756207
10.12.04,10:00:00,1.8,7.2,122,14.4,30.2,,
01.11.04,21:00:00,3.2,14.7,86,20.4,71.6,,
16.01.05,7:00:00,1.4,5.4,118,3.9,67.1,,
15.09.04,10:00:00,-200.0,18.5,-200,23.7,64.5,,
15.07.04,9:00:00,2.8,15.4,153,24.4,45.5,,
05.06.04,0:00:00,2.7,12.9,-200,21.1,48.1,,
08.01.05,6:00:00,1.2,3.6,97,7.7,71.9,,
14.03.04,1:00:00,2.8,11.9,119,14.6,51.5,28.52243308,52.66225839
09.12.04,22:00:00,0.8,2.0,66,12.3,48.7,,
12.12.04,19:00:00,4.6,16.4,169,11.6,51.2,,
06.12.04,4:00:00,0.6,1.7,54,11.9,79.6,,
31.07.04,6:00:00,1.2,7.3,71,22.6,58.8,,
09.11.04,11:00:00,-200.0,20.4,-200,11.1,48.8,,
28.01.05,1:00:00,1.1,2.4,97,3.3,47.4,,
29.06.04,4:00:00,-200.0,2.8,57,24.8,48.0,,
19.03.04,20:00:00,3.9,19.8,138,15.4,51.4,39.11621217,53.714756900000005
17.04.04,23:00:00,-200.0,10.7,-200,16.9,54.8,173.3382111,201.7930388
02.01.05,2:00:00,1.3,3.6,96,4.5,63.6,,
24.12.04,14:00:00,7.9,22.9,217,10.5,51.1,,
23.01.05,9:00:00,-200.0,4.4,121,3.1,53.5,,
14.03.05,9:00:00,4.0,22.9,155,11.7,61.7,,
04.04.05,7:00:00,4.0,17.4,155,9.7,61.9,,
19.03.04,11:00:00,3.3,16.4,135,14.5,54.4,40.13242467,59.30272918
17.09.04,0:00:00,1.1,10.7,109,21.3,55.8,,
16.12.04,23:00:00,4.3,-200.0,173,-200.0,-200.0,,
09.06.04,18:00:00,4.9,27.6,222,37.3,23.4,,
30.11.04,19:00:00,6.3,28.0,178,11.6,64.3,,
30.03.04,6:00:00,1.1,5.3,98,11.3,40.3,71.34369561,119.7806437
04.12.04,16:00:00,2.5,7.1,107,12.3,87.0,,
31.08.04,2:00:00,-200.0,2.9,-200,22.7,60.8,,
21.03.04,16:00:00,1.9,6.9,89,20.3,38.0,23.62511606,57.47141179
07.02.05,10:00:00,2.1,7.9,222,7.5,33.8,,
26.12.04,6:00:00,0.3,0.7,46,10.9,80.3,,
29.05.04,12:00:00,0.9,6.0,74,21.8,34.9,,
26.06.04,9:00:00,2.4,14.0,129,24.5,34.3,,
07.10.04,5:00:00,-200.0,4.4,-200,19.8,67.1,,
21.08.04,11:00:00,-200.0,3.1,-200,30.4,30.8,,
06.02.05,11:00:00,2.0,6.7,212,8.0,33.3,,
28.04.04,12:00:00,2.5,14.2,121,27.4,28.2,184.3971302,213.69405519999998
01.04.04,13:00:00,1.7,8.6,73,21.8,33.9,71.26189047,109.67919209999998
01.12.04,16:00:00,5.6,25.7,171,12.7,77.1,,
27.02.05,18:00:00,1.2,2.9,132,6.8,41.0,,
13.10.04,0:00:00,-200.0,2.2,-200,14.8,57.9,,
10.05.04,17:00:00,2.5,17.8,104,23.4,32.0,119.22188179999999,67.11283646
09.04.04,19:00:00,3.4,-200.0,137,-200.0,-200.0,129.270975,153.23679019999997
30.11.04,3:00:00,0.8,2.0,-200,13.6,82.8,,
28.04.04,21:00:00,2.7,13.1,129,19.8,46.8,184.34565769999998,213.1770319
22.01.05,13:00:00,1.0,15.0,192,15.0,50.2,,
17.07.04,9:00:00,1.9,10.3,116,25.0,38.3,,
12.12.04,22:00:00,2.1,7.1,110,9.6,51.7,,
28.12.04,0:00:00,1.2,4.1,101,11.0,68.7,,
04.08.04,7:00:00,-200.0,19.3,-200,26.2,52.8,,
12.03.05,14:00:00,0.5,7.0,129,17.9,35.3,,
20.12.04,2:00:00,1.2,2.8,83,9.7,70.9,,
28.11.04,0:00:00,2.5,10.3,88,10.6,79.4,,
26.03.04,3:00:00,0.6,1.7,-200,8.2,68.5,73.58682838,102.6919821
13.03.05,19:00:00,3.2,16.7,215,15.1,49.8,,
24.10.04,5:00:00,1.4,8.6,48,18.0,75.4,,
24.11.04,18:00:00,6.1,30.3,167,10.8,77.2,,
25.12.04,11:00:00,2.8,10.6,138,10.2,67.3,,
24.01.05,19:00:00,1.5,8.9,169,7.3,42.2,,
25.07.04,21:00:00,1.5,7.3,86,27.7,43.4,,
13.04.04,20:00:00,3.5,14.6,129,14.1,49.6,122.3766687,168.7306141
15.08.04,8:00:00,0.7,3.5,36,23.9,56.3,,
19.02.05,9:00:00,2.5,9.0,231,2.1,59.9,,
08.10.04,5:00:00,0.9,5.5,47,18.2,70.1,,
19.04.04,4:00:00,-200.0,2.1,-200,13.0,78.2,189.2267813,220.98046630000002
17.01.05,23:00:00,1.9,7.4,143,4.2,58.1,,
22.02.05,1:00:00,0.8,2.1,85,4.4,80.5,,
15.09.04,5:00:00,-200.0,4.0,-200,20.6,76.2,,
12.03.04,13:00:00,2.5,11.0,116,16.1,34.5,33.60978521,59.19740879
21.07.04,23:00:00,3.5,14.4,106,28.9,39.1,,
16.07.04,2:00:00,0.7,3.9,58,23.7,37.3,,
29.09.04,6:00:00,0.7,4.0,53,15.2,58.3,,
07.03.05,22:00:00,1.5,5.0,174,4.2,40.9,,
13.09.04,4:00:00,-200.0,4.0,-200,19.4,73.4,,
01.03.05,3:00:00,0.2,0.2,-200,0.1,40.0,,
21.06.04,12:00:00,1.5,8.8,104,30.2,18.0,,
09.05.04,8:00:00,-200.0,2.6,-200,16.8,46.8,126.43205859999999,64.19563621
09.12.04,14:00:00,1.8,7.1,95,15.2,51.0,,
15.03.05,7:00:00,0.9,3.8,110,10.1,64.3,,
17.06.04,15:00:00,1.8,9.5,107,31.5,28.7,,
18.12.04,23:00:00,2.3,11.4,146,9.4,27.4,,
26.03.04,21:00:00,1.5,6.0,91,9.8,50.8,88.40277729,104.7027302
10.01.05,13:00:00,2.6,20.1,148,14.0,65.4,,
12.10.04,8:00:00,3.0,14.8,103,17.9,57.8,,
27.01.05,15:00:00,1.3,4.5,125,7.3,35.0,,
19.02.05,7:00:00,1.1,4.5,148,0.9,64.6,,
17.03.05,1:00:00,1.2,4.4,111,13.3,51.4,,
08.07.04,4:00:00,-200.0,5.1,60,24.5,40.4,,
01.01.05,4:00:00,1.9,5.6,126,4.3,55.3,,
04.03.05,12:00:00,3.3,14.9,188,8.6,57.6,,
25.09.04,14:00:00,1.0,4.5,12,19.8,31.1,,
21.07.04,14:00:00,-200.0,7.5,86,40.1,15.2,,
17.05.04,23:00:00,1.3,7.4,80,20.2,31.2,116.9170568,70.87322425
31.07.04,19:00:00,1.6,10.2,104,34.0,30.9,,
04.10.04,0:00:00,-200.0,5.5,-200,19.8,66.9,,
05.11.04,12:00:00,3.3,20.9,107,20.8,56.3,,
12.10.04,19:00:00,-200.0,14.7,-200,16.7,54.1,,
19.09.04,13:00:00,2.0,11.9,106,29.6,28.6,,
08.08.04,1:00:00,1.1,5.8,55,25.4,55.1,,
13.12.04,9:00:00,3.4,16.7,138,7.3,61.4,,
12.03.04,15:00:00,2.9,14.2,126,15.8,37.0,21.09169439,59.27570633
07.06.04,0:00:00,1.4,7.0,95,19.3,47.9,,
22.10.04,16:00:00,5.5,27.7,137,26.9,48.6,,
11.09.04,21:00:00,-200.0,10.9,-200,26.1,41.1,,
02.04.05,22:00:00,0.7,1.8,79,13.1,41.3,,
10.10.04,1:00:00,2.0,11.9,74,23.9,59.2,,
18.06.04,8:00:00,4.4,28.8,121,22.8,47.9,,
09.09.04,4:00:00,0.2,2.3,68,21.4,35.7,,
18.07.04,11:00:00,0.8,7.3,91,36.3,16.3,,
02.01.05,3:00:00,1.3,4.5,-200,3.1,70.0,,
24.05.04,14:00:00,1.1,6.9,85,25.1,13.1,122.79124709999999,68.90090819
24.12.04,4:00:00,2.4,8.7,132,4.2,63.1,,
12.10.04,22:00:00,-200.0,4.1,-200,15.6,55.9,,
25.02.05,17:00:00,2.3,8.4,152,12.3,38.4,,
18.03.04,1:00:00,1.4,8.1,107,14.3,55.4,47.03055415,60.23912438
27.12.04,7:00:00,0.8,3.0,95,12.3,60.1,,
16.12.04,5:00:00,1.0,-200.0,74,-200.0,-200.0,,
28.03.05,7:00:00,1.0,3.1,84,14.1,77.8,,
06.04.04,4:00:00,0.5,1.8,35,14.1,61.6,146.02136289999999,147.9486965
04.12.04,18:00:00,3.1,10.9,120,13.1,81.7,,
03.12.04,2:00:00,2.1,9.4,86,14.1,84.1,,
28.06.04,1:00:00,1.0,5.0,63,26.7,40.0,,
20.06.04,3:00:00,1.4,-200.0,-200,-200.0,-200.0,,
31.03.04,9:00:00,2.2,8.6,125,10.4,74.4,77.16504185,118.8585149
25.01.05,14:00:00,0.4,4.2,123,4.7,48.6,,
19.08.04,6:00:00,0.8,4.7,38,27.1,54.4,,
15.03.05,18:00:00,3.9,21.6,196,20.3,29.7,,
30.01.05,8:00:00,0.5,0.7,62,2.7,43.2,,
15.06.04,4:00:00,0.4,2.0,38,20.8,48.5,,
08.08.04,19:00:00,1.5,6.5,79,31.1,38.8,,
04.01.05,4:00:00,0.6,-200.0,72,-200.0,-200.0,,
12.03.05,9:00:00,0.2,5.8,109,12.6,58.5,,
12.07.04,10:00:00,1.5,6.8,107,23.4,39.4,,
13.05.04,0:00:00,1.6,6.5,96,16.2,50.2,130.4118746,63.31860608
23.02.05,21:00:00,2.9,11.4,243,4.2,79.7,,
30.04.04,13:00:00,3.4,17.4,115,19.4,60.9,48.07216318,174.3052006
18.12.04,6:00:00,1.0,5.2,89,10.4,77.3,,
30.06.04,10:00:00,2.9,18.0,171,34.2,30.7,,
04.04.04,2:00:00,-200.0,5.4,-200,15.2,62.4,77.29961003,104.7025656
09.04.04,8:00:00,2.9,-200.0,117,-200.0,-200.0,145.0872025,163.08648449999998
08.08.04,16:00:00,0.8,3.6,37,35.1,32.1,,
29.12.04,23:00:00,-200.0,2.7,-200,10.2,45.4,,
01.07.04,12:00:00,2.4,14.2,132,36.6,27.1,,
18.10.04,9:00:00,-200.0,17.7,-200,16.8,57.8,,
07.02.05,5:00:00,0.6,1.0,73,3.3,44.6,,
14.09.04,9:00:00,-200.0,20.9,-200,26.5,50.2,,
03.03.05,17:00:00,1.9,7.5,165,6.3,75.7,,
21.12.04,20:00:00,3.9,18.3,175,6.5,41.7,,
30.03.04,12:00:00,3.7,18.9,138,20.8,22.5,82.68471245,104.9290903
01.07.04,16:00:00,1.8,10.9,127,37.8,22.7,,
28.10.04,8:00:00,4.4,25.8,102,16.0,76.4,,
07.09.04,22:00:00,-200.0,10.0,-200,25.4,35.2,,
10.09.04,17:00:00,2.7,14.3,149,33.4,20.3,,
11.09.04,22:00:00,-200.0,12.3,-200,25.3,44.6,,
04.08.04,22:00:00,-200.0,5.5,-200,25.4,52.7,,
06.08.04,12:00:00,2.6,14.4,120,33.5,36.0,,
03.03.05,16:00:00,1.7,5.5,151,6.3,72.1,,
07.12.04,2:00:00,1.1,3.5,70,13.1,67.4,,
14.08.04,16:00:00,0.7,3.6,48,38.9,20.3,,
24.10.04,0:00:00,2.9,15.5,97,19.7,70.1,,
05.09.04,13:00:00,0.7,2.4,-200,33.2,19.0,,
24.08.04,18:00:00,1.7,9.0,87,33.9,30.0,,
09.06.04,3:00:00,0.5,3.8,-200,22.0,50.5,,
16.10.04,17:00:00,-200.0,8.7,-200,19.9,42.0,,
09.10.04,2:00:00,1.4,7.3,58,21.1,64.5,,
30.10.04,10:00:00,2.7,14.3,108,18.0,76.6,,
09.10.04,15:00:00,2.6,15.9,92,29.6,42.3,,
25.06.04,11:00:00,1.9,9.1,102,32.9,28.0,,
18.05.04,15:00:00,2.3,13.8,127,32.2,18.9,116.68291310000001,67.29840407
17.08.04,23:00:00,-200.0,8.2,-200,28.0,36.1,,
04.05.04,14:00:00,2.4,12.1,105,20.4,54.0,52.03171828,125.8586662
22.11.04,21:00:00,3.3,22.4,191,8.5,54.2,,
23.09.04,20:00:00,3.3,16.9,148,26.2,48.7,,
26.01.05,12:00:00,0.1,2.7,130,4.3,50.0,,
26.06.04,23:00:00,2.7,15.1,117,27.2,42.5,,
31.01.05,6:00:00,0.4,0.6,50,3.7,37.5,,
11.04.04,7:00:00,0.9,3.0,52,8.2,66.6,124.705779,164.89816299999998
22.09.04,14:00:00,2.2,12.1,117,28.5,37.3,,
08.09.04,2:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
03.06.04,6:00:00,-200.0,10.1,73,17.6,67.6,,
03.02.05,1:00:00,1.5,6.0,153,3.9,51.6,,
19.06.04,6:00:00,0.5,3.2,62,22.8,48.9,,
19.03.05,10:00:00,2.5,9.9,156,13.4,62.0,,
30.11.04,5:00:00,0.6,1.4,38,13.6,75.5,,
22.09.04,15:00:00,2.6,15.3,141,30.2,32.9,,
21.03.05,23:00:00,1.2,4.9,117,13.8,65.2,,
11.04.04,12:00:00,2.6,9.2,118,22.7,22.9,157.8411505,169.63954840000002
08.11.04,20:00:00,-200.0,23.1,-200,9.5,57.9,,
30.11.04,2:00:00,1.2,4.5,75,13.2,84.4,,
07.12.04,10:00:00,3.3,17.3,130,14.5,61.1,,
22.04.04,22:00:00,-200.0,8.2,-200,19.3,38.8,182.00225780000002,218.3286952
31.03.05,19:00:00,2.1,8.3,136,17.8,45.2,,
09.09.04,12:00:00,1.7,12.6,116,37.1,15.0,,
01.02.05,23:00:00,2.6,5.4,137,6.7,47.6,,
25.08.04,2:00:00,1.1,4.7,62,23.7,53.2,,
30.05.04,8:00:00,0.3,2.7,67,20.2,37.8,,
29.09.04,10:00:00,3.8,21.4,174,22.4,38.8,,
06.01.05,19:00:00,2.8,12.4,169,14.0,60.1,,
03.05.04,22:00:00,1.1,5.3,70,19.5,57.1,59.94493807,174.4062931
03.01.05,23:00:00,1.5,-200.0,130,-200.0,-200.0,,
09.06.04,17:00:00,3.5,21.6,194,39.6,16.7,,
24.02.05,7:00:00,1.5,5.5,170,3.8,83.8,,
19.07.04,8:00:00,3.4,25.6,142,25.2,38.6,,
01.07.04,3:00:00,0.6,2.8,-200,26.3,50.8,,
27.11.04,15:00:00,4.6,19.4,174,16.3,68.7,,
05.08.04,6:00:00,-200.0,6.5,-200,22.6,64.1,,
19.08.04,10:00:00,1.2,6.5,47,32.5,39.4,,
24.10.04,8:00:00,0.9,4.8,45,20.0,66.7,,
06.09.04,5:00:00,0.4,1.9,-200,23.5,49.1,,
19.03.04,5:00:00,0.5,1.3,28,12.5,66.8,24.16018683,50.80688871
05.05.04,21:00:00,1.8,6.9,89,15.1,75.1,55.50935746,167.7270682
25.03.05,12:00:00,1.4,13.6,140,21.3,46.6,,
15.07.04,2:00:00,0.6,3.7,51,23.5,38.3,,
23.07.04,4:00:00,0.5,3.9,55,25.6,45.8,,
02.04.05,1:00:00,1.1,1.9,127,12.7,33.6,,
20.03.04,17:00:00,2.1,9.7,94,19.1,43.8,38.79126897,57.80323282
27.09.04,14:00:00,1.6,9.2,99,23.8,27.0,,
27.03.04,23:00:00,2.1,8.6,105,10.9,56.1,88.15684163,120.6233108
09.08.04,17:00:00,1.5,-200.0,75,-200.0,-200.0,,
18.08.04,9:00:00,-200.0,6.5,-200,29.6,35.4,,
28.01.05,3:00:00,0.8,1.4,-200,3.5,48.0,,
29.08.04,6:00:00,-200.0,3.0,-200,21.0,66.5,,
18.01.05,21:00:00,1.5,6.0,152,10.3,74.0,,
19.09.04,4:00:00,0.9,3.8,54,18.8,59.5,,
24.02.05,10:00:00,2.7,9.0,244,4.1,83.9,,
27.08.04,2:00:00,1.0,-200.0,67,-200.0,-200.0,,
27.03.04,11:00:00,2.1,9.4,99,17.8,29.2,85.12866376,117.9775563
26.08.04,13:00:00,1.3,-200.0,75,-200.0,-200.0,,
05.07.04,18:00:00,4.3,24.1,203,37.3,19.9,,
11.07.04,5:00:00,0.3,2.6,36,20.6,50.6,,
07.10.04,3:00:00,-200.0,3.1,-200,20.9,62.2,,
20.03.05,3:00:00,1.1,3.5,94,13.2,64.8,,
21.03.05,13:00:00,1.8,7.1,127,21.6,39.6,,
20.08.04,14:00:00,-200.0,3.3,-200,35.0,35.5,,
12.03.05,23:00:00,0.1,3.9,114,12.0,53.3,,
21.02.05,18:00:00,2.2,8.8,193,5.8,77.8,,
19.09.04,3:00:00,1.2,7.8,-200,18.8,59.8,,
15.05.04,23:00:00,2.6,12.0,112,19.6,37.0,125.55180359999999,61.37423275
21.03.05,22:00:00,2.1,8.2,144,14.2,65.4,,
25.02.05,11:00:00,3.3,11.8,166,10.8,52.1,,
18.06.04,1:00:00,1.0,6.0,81,23.5,48.3,,
11.03.04,18:00:00,4.8,20.8,151,10.3,64.2,20.38681045,59.18925243
13.07.04,23:00:00,1.9,11.0,111,24.3,31.1,,
06.12.04,17:00:00,2.9,15.7,115,17.3,57.1,,
30.09.04,4:00:00,-200.0,2.4,-200,16.6,59.6,,
20.09.04,12:00:00,3.1,17.6,165,31.5,30.8,,
16.02.05,3:00:00,1.4,5.9,-200,4.0,49.1,,
11.10.04,4:00:00,0.4,1.9,29,17.9,77.7,,
14.01.05,16:00:00,3.4,16.9,143,11.9,59.1,,
15.09.04,12:00:00,-200.0,21.0,-200,23.5,69.2,,
11.10.04,13:00:00,3.1,18.3,87,20.2,67.4,,
04.07.04,22:00:00,1.3,7.4,87,26.0,35.7,,
14.02.05,1:00:00,1.6,6.0,136,10.1,58.9,,
20.11.04,0:00:00,2.7,3.6,121,12.2,14.0,,
21.12.04,12:00:00,1.7,6.7,135,7.8,36.8,,
05.07.04,3:00:00,0.3,2.5,-200,21.6,46.1,,
09.07.04,0:00:00,3.2,19.5,136,29.1,34.8,,
23.09.04,1:00:00,1.4,6.9,71,21.4,68.5,,
22.01.05,8:00:00,0.8,15.6,196,6.3,78.8,,
26.11.04,5:00:00,1.2,4.8,77,9.0,77.3,,
19.01.05,13:00:00,0.3,4.6,110,8.6,63.3,,
24.03.04,20:00:00,3.5,14.4,136,10.8,65.7,76.84353462,120.14364479999999
19.09.04,7:00:00,1.0,4.8,62,16.8,66.8,,
14.11.04,0:00:00,0.8,1.8,57,11.9,55.5,,
06.03.05,3:00:00,0.8,1.5,-200,7.2,47.3,,
12.08.04,3:00:00,0.6,2.4,-200,25.6,63.5,,
10.03.05,12:00:00,2.3,10.6,161,17.4,33.2,,
08.08.04,4:00:00,0.6,2.4,33,23.9,61.2,,
17.09.04,3:00:00,0.4,2.0,-200,20.0,59.1,,
31.07.04,15:00:00,0.9,6.1,65,40.0,20.0,,
30.06.04,5:00:00,0.7,4.6,57,24.6,59.1,,
21.07.04,5:00:00,-200.0,5.4,73,23.3,50.1,,
21.01.05,14:00:00,2.9,13.9,142,12.8,46.9,,
18.01.05,2:00:00,1.0,3.4,105,3.2,58.8,,
22.10.04,2:00:00,1.0,5.9,57,20.3,70.6,,
03.09.04,23:00:00,1.5,8.1,-200,27.8,40.7,,
22.08.04,22:00:00,-200.0,6.1,-200,25.7,38.5,,
04.05.04,18:00:00,3.9,20.6,109,18.3,62.8,41.78338305,141.7523735
31.10.04,6:00:00,0.4,1.2,31,18.1,79.0,,
11.03.05,23:00:00,0.5,6.0,151,10.6,55.9,,
25.02.05,18:00:00,2.8,12.1,177,10.2,43.1,,
01.08.04,8:00:00,0.8,4.2,35,25.0,60.7,,
15.09.04,3:00:00,-200.0,3.0,-200,20.7,77.8,,
15.09.04,2:00:00,-200.0,3.1,-200,20.5,78.2,,
25.01.05,1:00:00,-200.0,0.6,44,5.7,41.5,,
05.07.04,10:00:00,3.2,15.9,175,30.6,23.2,,
08.02.05,23:00:00,0.9,-200.0,107,-200.0,-200.0,,
06.10.04,8:00:00,-200.0,32.0,-200,18.3,67.8,,
11.08.04,3:00:00,0.5,3.0,-200,26.9,60.3,,
10.04.04,3:00:00,1.0,3.6,-200,11.1,69.3,128.6031054,150.352575
14.12.04,4:00:00,0.8,3.2,74,6.8,75.4,,
20.01.05,17:00:00,4.5,21.9,204,13.7,28.1,,
24.06.04,16:00:00,1.4,8.0,74,35.8,22.4,,
02.01.05,11:00:00,2.2,7.5,141,6.6,56.6,,
14.05.04,6:00:00,1.5,8.4,95,17.2,52.3,113.1925406,68.15185445
22.06.04,15:00:00,1.7,11.2,98,31.8,25.6,,
13.02.05,16:00:00,1.0,4.4,90,19.4,32.4,,
20.07.04,15:00:00,-200.0,14.0,132,42.8,12.3,,
20.01.05,2:00:00,0.9,1.3,62,8.5,51.9,,
16.04.04,19:00:00,6.4,26.8,149,13.9,78.0,159.35009019999998,168.55779760000001
11.09.04,5:00:00,-200.0,3.1,-200,20.5,48.4,,
05.06.04,14:00:00,1.0,6.0,62,30.1,25.4,,
13.01.05,2:00:00,1.7,6.0,105,8.4,75.9,,
07.12.04,13:00:00,3.0,18.0,118,18.8,49.3,,
02.11.04,12:00:00,4.9,25.6,151,24.0,50.0,,
11.12.04,16:00:00,1.8,7.8,112,17.8,21.0,,
12.11.04,5:00:00,0.6,1.7,50,13.7,64.4,,
09.08.04,4:00:00,-200.0,2.2,30,23.8,65.7,,
10.09.04,23:00:00,1.7,9.3,131,25.1,35.7,,
23.03.05,12:00:00,2.0,10.3,143,22.9,29.3,,
16.07.04,1:00:00,1.0,6.5,67,23.8,36.9,,
17.05.04,10:00:00,1.7,8.5,94,22.3,24.1,110.94842849999999,67.34579493
15.10.04,12:00:00,-200.0,15.0,-200,22.7,47.6,,
06.03.05,11:00:00,0.9,2.0,85,11.2,33.8,,
09.04.04,9:00:00,2.7,-200.0,122,-200.0,-200.0,151.75092880000003,151.22125780000002
12.08.04,22:00:00,1.2,6.0,65,28.6,53.7,,
15.12.04,3:00:00,0.9,-200.0,-200,-200.0,-200.0,,
